code;combe;quad;placette;n.placette;date;proxi;year;Agrostis rupestris;Alchemilla flabellata;Anthyllis vulneraria;Armeria alpina (var. occasiana);Armeria muelleri;Avenula versicolor;Bartsia alpina;Campanula scheuchzeri subsp. lanceolata;Cardamine alpina;Cardamine resedifolia;Cardamine sp.;Carex curvula subsp. curvula;Carex parviflora;Carex pyrenaica;Epikeros pyrenaeus;Euphrasia minima;Festuca glacialis;Festuca paniculata subsp. paniculata;Festuca rubra subsp. commutata;Gentiana alpina;Gentiana nivalis;Gentiana schleicheri;Geum montanum;Gnaphalium supinum;Helictotrichon sedenense;Homogyne alpina;Jasione crispa;Juncus trifidus;Leucanthemopsis alpina subsp. alpina;Linaria alpina;Lotus alpinus;Luzula alpinopilosa subsp. candollei;Luzula lutea;Luzula nutans;Luzula spicata (subsp. mutabilis);Meum athamanticum;Mucizonia sedoides;Murbeckiella pinnatifida;Nardus stricta;Oreochloa elegans;Pedicularis pyrenaica;Persicaria vivipara;Phleum alpinum s. s. (à arrête non ciliée);Phyteuma hemisphaericum;Poa alpina;Poa cenisia;Polytrichum sp.;Primula integrifolia;Rhododendron ferrugineum;Sagina saginoides;Salix herbacea;Salix retusa;Saxifraga geranioides;Saxifraga moschata;Scorzoneroides pyrenaica;Sedum alpestre;Sempervivum montanum;Sibbaldia procumbens;Silene acaulis subsp. acaulis;Silene rupestris;Soldanella alpina;Taraxacum pyrenaicum;Trifolium alpinum;Trifolium thalii;Vaccinium myrtillus;Veronica alpina
PdlC-A3-20190812;PdlC;A3;2;3;20190812;pheno;2019;;;;;;;fe;fe;fe;;;;;fe;;;;;;fe;;;fe;fr;;fe;;;fe;;fe;fe;;;;;;;;;;;fe;;fr;;;fe;;;fr;;;;fe;fe;;fe;;;;fe;;;;fr
PdlC-A3-20190909;PdlC;A3;2;3;20190909;pheno;2019;;;;;;;fe;fe;;;;;;fe;;;;;;fe;;;se;di;;fe;;;;;fe;fe;;;;;;;;;;;fe;;di;;;fe;;;di;;;;;fe;;fe;;;;fe;;;;di
Coeff-PdlC-A3-2013;PdlC;A3;2;3;2013;Coeff;2013;;;;;;;+;;;;;;;;;;;;;1;;;2;2;;1;;;;;1;;;;;;;;;+;;;;;;;;;1;;2;;;;+;+;;1;;;;1;;;;+
Coeff-PdlC-A3-20180815;PdlC;A3;2;3;20180815;Coeff;2018;;;;;;;1;1;;;;;;+;;;;;+;1;;;1;2;;1;;;+;;1;;;;;;;;;+;;;;;1;;+;;;;2;;;;;+;;+;;;;;;;;
PdlC-A4-20130807;PdlC;A4;2;3;20130807;pheno;2013;;;;;;;fe;;;;;;;;;;;;;fe;;;fe;fe;;fe;;;;;;;;;;;;;;fl;;;;;fe;;fe;fe;fe;;fl m et f;;;;fe;;;fe;;;;;;;;fe
PdlC-A4-20130903;PdlC;A4;2;3;20130903;pheno;2013;;;;;;;fe;;;;;;;;;;;;;fe;;;fe;fe;;fe;;;;;;;;;;;;;;fl;;;;fe;fe;;fe;fe;fe;;fr;;;;fe;fe;;fe;;;;;;;;fe
PdlC-A4-20140721;PdlC;A4;2;3;20140721;pheno;2014;;;;;;;fe;fe;fe;;;;;;;;;;;fe;;;fe;fe;;fe;;;;;;;;;;;;;;fe;;;;fe;fl;;fe;fe;fe;fe;fl m;;;;fe;fe;;fe;;;;;;;;fe
PdlC-A4-20140811;PdlC;A4;2;3;20140811;pheno;2014;;;;;;;fe;fe;fr;;;;;;;;;;fe;fe;;;fe;fe;;fe;;;fe;;;;;;;;;;;fl;;;;fe;fl;;fe;fe;fl;fl;fe;;;;fe;fe;;fe;;;;;;;;fe
PdlC-A4-20140901;PdlC;A4;2;3;20140901;pheno;2014;;;;;;;fe;fe;fr;;;;;;;fr;;;fe;fe;;;fe;fe;;fe;;;fe;;;;;;;;;;;fe;;;;fe;fr;;fe;fe;fr;fr;fe;;;;fe;fe;;fe;;;;;;;;fr
PdlC-A4-20150701;PdlC;A4;2;3;20150701;pheno;2015;;;;;;;fe;fe;fl;;;;;;;;;;;fe;;;fe;fe;;bt;;;;;;;;;;;;;;bt;;;;fe;fe;;;;fe;;fe;;;;fe;fe;;fe;;;;;;;;fe
PdlC-A4-20150721;PdlC;A4;2;3;20150721;pheno;2015;;;;;;;fl;bt;fr;;;;;;;;;;;fe;;;fe;fe;;fe;;;fe;;;;;;;;;;;fl;;;fe;fe;fl;;;fe;fe;fl;fe;;;;fl;fr;;fe;;;;;;;;fe
PdlC-A4-20150810;PdlC;A4;2;3;20150810;pheno;2015;;;;;;;fr;fl;di;;;;;;;;;;;fe;;;fe;fr;;fe;;;fe;;;;;;;;;;;fr;;;fe;fe;fr;;fe;fe;di;;fe;;;;di;fr;;fe;;;;;;;;fe
PdlC-A4-20150831;PdlC;A4;2;3;20150831;pheno;2015;;;;;;;fe;fe;;;;;;;;fr;;;;fe;;;fe;fe;;fe;;;fe;;;;;;;;;;fe;se;;;fe;fe;se;;fe;fe;fe;;fe;;;;se;di;;fe;;;;;;;;fr
PdlC-A4-20160705;PdlC;A4;2;3;20160705;pheno;2016;;;;;;;fe;fe;;;;;;;;;;;;fe;;;bt;fe;;fe;;;;;;;;;;;;;fe;fe;;;;fe;fe;;fe;fe;fe;;;;;;fe;fe;;;;;;;;;;
PdlC-A4-20160726;PdlC;A4;2;3;20160726;pheno;2016;;;;;;;fe;fe;;;;;;;;fe;;;;fl;;;fl;fl;;fe;;;fe;;;;;;;;;;fe;fl;;;;fe;fl;;fe;fe;fe;;fr;;;;bt;fl;;fe;;;;;;;;fl
PdlC-A4-20160816;PdlC;A4;2;3;20160816;pheno;2016;;;;;;;fe;fe;;;;;;;;fl;;;;fe;;;di;fr;;fe;;;fe;;;;;;;;;;fe;fr;;;;fe;fr;;fe;fe;fe;;fe;;;;fe;fe;;fe;;;;;;;;fr
PdlC-A4-20160907;PdlC;A4;2;3;20160907;pheno;2016;;;;;;;fe;fe;;;;;;;;fr;;;;fe;;;fe;di;;fe;;;fe;;;;;;;;;;fe;di;;;fe;fe;di;;fe;fe;fe;fr;fe;;;;fe;fe;;fe;;;;;;;;
PdlC-A4-20170705;PdlC;A4;2;3;20170705;pheno;2017;;;;;;;fe;fe;fe;;;;;;;;;;;fe;;;bt;fe;;bt;;;fe;;;;;;;;;;fe;fe;;;fe;fe;bt;;fe;fl;fe;;fe;;;;fe;fe;;fe;;;;;;;;fe
PdlC-A4-20170726;PdlC;A4;2;3;20170726;pheno;2017;;;;;;;fl;fe;fe;;;;;;;;;;;fe;;;fl;fl;;fr;;;fe;;;;;;;;;;fe;fe;;;fe;fe;fl;;fe;fr;fl;;fl m;;;;bt;fl;;fe;;;;;;;;fe
PdlC-A4-20170816;PdlC;A4;2;3;20170816;pheno;2017;;;;;;;fr;fe;;;;;;;;fl;;;;fe;;;fe;di;;fe;;;fe;;;;;;;;;;fe;;;;fe;fe;fr;;fe;di;fe;;fr;;;;fe;fr;;fe;;;;;;;;fr
PdlC-A4-20170906;PdlC;A4;2;3;20170906;pheno;2017;;;;;;;fe;fe;;;;;;;;fr;;;;fe;;;fe;di;;fe;;;fe;;;;;;;;;;fe;;;;fe;fe;se;;fe;fe;fe;di;se;;;;fe;fe;;fe;;;;;;;;di
PdlC-A4-20180702;PdlC;A4;2;3;20180702;pheno;2018;;;;;;;;;;;;;;;;;;;;fe;;;fe;fe;;fe;;;fe;;;;;;;;;;fe;fe;;;fe;;fe;;fe;bt;fe;;br;;;;;fe;;;;;;;;;;fe
PdlC-A4-20180723;PdlC;A4;2;3;20180723;pheno;2018;;;;;;;fe;fe;fl;;;;;;;;;;;fe;;;fe;fe;;fe;;;fe;;;fl;;;;;;;fe;fl;;;fe;;bt;;fe;fr;fe;;fl f;;;;fe;fe;;fl;;;;;;;;fe
PdlC-A4-20180815;PdlC;A4;2;3;20180815;pheno;2018;;;;;;;fe;fe;di;;;;;;;;;;;fe;;;fe;fr;;fe;;;fe;;;fr;;;;;;;fe;fr;;;fe;;fr;;fe;di;fe;fe;fe;;;;fe;fe;;fe;;;;;;;;fe
PdlC-A4-20180905;PdlC;A4;2;3;20180905;pheno;2018;;;;;;;fe;fe;se;;;;;;;fl;;;;fe;;;fe;di;;fe;;;fe;;;di;;;;;;;fr;fe;;;fe;;fe;;fe;fe;fe;di;se;;;;fe;fe;;fe;;;;;;;;fr
PdlC-A4-20190701;PdlC;A4;2;3;20190701;pheno;2019;;;;;;;fe;fe;;;;;;;;;;;;fe;;;fe;fe;;fe;;;;;;;;;;;;;;fe;;;fe;;fe;;fe;bt;fe;;br;;;;fe;fe;;;;;;;;;;
PdlC-A4-20190722;PdlC;A4;2;3;20190722;pheno;2019;;;;;;;fe;fe;fe;;;;;;;;;;fe;fe;;;fe;bt;;fl;;;fe;;;;;;;;;;bt;fe;;;bt;fe;bt;;fe;fe;fl;bt;fr;;;;fe;fe;;fe;;;;;;;;fl
PdlC-A4-20190812;PdlC;A4;2;3;20190812;pheno;2019;;;;;;fe;fe;fe;fe;;;;;;;fl;;;fe;fr;;;fe;fr;;fe;;;fe;;;;;;;;;;fl;;;;fr;fe;fr;;fe;fe;fe;fr;fe;;;;fe;fr;;fe;;;fe;fe;;;;fe
PdlC-A4-20190909;PdlC;A4;2;3;20190909;pheno;2019;;;;;;fe;fe;fe;;;;;;;;fe;;;fe;fe;;;se;di;;fe;;;fe;;;fr;;;;;;;di;;;;fr;fe;di;;fe;fe;fe;di;fe;;;;fe;fe;;fe;;;;fe;;;;fe
Coeff-PdlC-A4-2013;PdlC;A4;2;3;2013;Coeff;2013;;;;;;;2;;;;;;;;;;;;;1;;;2;1;;2;;;;;;;;;;;;;;1;;;;+;+;;1;+;2;;1;;;;1;+;;+;;;;;;;;1
Coeff-PdlC-A4-20180815;PdlC;A4;2;3;20180815;Coeff;2018;;;;;;;1;1;+;;;;;;;;;;;1;;;2;1;;2;;;+;;;+;;;;;;;+;+;;;+;;+;;1;1;2;+;1;;;;1;1;;+;;;;;;;;+
PdlC-A5-20130807;PdlC;A5;3;3;20130807;pheno;2013;;;;;;;fe;;;;;;;;;;;;;fe;;;;;;fe;;;;;;fe;;;;;;;;;;;fe;;fe;;fe;;fe;;fl m;;;;fe;;;fe;;;;;;;;fe
PdlC-A5-20130903;PdlC;A5;3;3;20130903;pheno;2013;;;;;;;fe;;;;;;;;;;;;;fe;;;fe;;;fe;;;;;;fe;;;;;;;;;;;fe;;fl;;fe;;fe;;fe;;;;fe;;;fe;;;;;;;;fr
PdlC-A5-20140721;PdlC;A5;3;3;20140721;pheno;2014;;;;;;;fe;;;;;;;;;;;;;fe;;;;;;fe;;;;;;fl;;;;;;;;;;;fe;;fl;;fe;;fe;;fl m;;;;bt;;;fe;;;;;;;;fe
PdlC-A5-20140811;PdlC;A5;3;3;20140811;pheno;2014;;;;;;;fe;fe;;;;;;;;;;;;fe;;;;;;fe;;;;;;fl;;;;;;;;;;;fl;;fl;;fe;;fl;;fl m fls;;;;bt;;;fl;;;;;;;;fl
PdlC-A5-20140901;PdlC;A5;3;3;20140901;pheno;2014;;;;;;;fe;fe;fe;;;;;;;;;;;fe;;;fe;fe;;fe;;;;;;fr;;;;;;;;;;;fl;;fr;;fe;;fr;;fe;;;;fe;;;fr;;;;;;;;fe
PdlC-A5-20150701;PdlC;A5;3;3;20150701;pheno;2015;;;;;;;;fe;;;;;;;;;;;fe;fe;;;;fe;;fe;;;;;;fl;;;;;;;;;;;;;bt;;fe;;fe;;fl m;;;;fe;;;fe;;;;;;;;fe
PdlC-A5-20150721;PdlC;A5;3;3;20150721;pheno;2015;;;;;;;fe;;;;;;;;;;;;fl;fe;;;fe;fe;;fe;;;;;;fl;;;;;;;;;;;;bt;fl;;se;;fr;;fe;;;;bt;;;fe;;;;;;;;fr
PdlC-A5-20150810;PdlC;A5;3;3;20150810;pheno;2015;;;;;;;fe;fe;fe;;;;;;;;;;fr;fe;;;;fe;;fe;;;;;;fr;;;;;;;;;;;;fe;fr;;fe;;di;;fe;;;;fr;;;fr;;;;;;;;fr
PdlC-A5-20150831;PdlC;A5;3;3;20150831;pheno;2015;;;;;;;fe;;;;;;;;;;;;;fe;;;;fe;;;;;;;;di;;;;;;;;;;;;fe;se;;fe;;fe;;fe;;;;di;;;fe;;;;;;;;fe
PdlC-A5-20160705;PdlC;A5;3;3;20160705;pheno;2016;;;;;;;fe;fe;;;;;;;;;;;;bt;;;;;;fe;;;;;;fe;;;;;;;;;;;;fe;fe;;fe;;fe;;fl m;;;;;;;fe;;;;;;;;
PdlC-A5-20160726;PdlC;A5;3;3;20160726;pheno;2016;;;;;;;fe;;;;;;;;;;;;fl;fl;;;;;;fe;;;;;;fl;;;;;;;;;;;;fe;fl;;fe;;fe;;fl m;;;;bt;;;fe;;;;;;;;fr
PdlC-A5-20160816;PdlC;A5;3;3;20160816;pheno;2016;;;;;;;fe;;;;;;;;;;;;fr;fr;;;;;;fr;;;;;;fr;;;;;;;;;;;;;fr;;fe;;fe;;fe;;;;bt;;;fe;;;;;;;;fr
PdlC-A5-20160907;PdlC;A5;3;3;20160907;pheno;2016;;;;;;;fe;;;;;;;;;;;;fr;fe;;;;;;fe;;;;;;fr;;;;;;;;;;;;;di;;fe;;fe;;se;;;;fe;;;fe;;;;;;;;di
PdlC-A5-20170705;PdlC;A5;3;3;20170705;pheno;2017;;;;;;;fe;;fe;;;;;;;;;;;fe;;;fe;fe;;fe;;;;;;fe;;;;;;;;;;;;;bt;;fe;;fe;;fe;;;;bt;;;fe;;;;;;;;fe
PdlC-A5-20170726;PdlC;A5;3;3;20170726;pheno;2017;;;;;;;fe;;;;;;;;;;;;;fe;;;fe;;;fe;;;;;;fe;;;;;;;;;;;fe;fe;fl;;fe;;fl;;fl m;;;;bt;;;bt;;;;;;;fe;bt
PdlC-A5-20170816;PdlC;A5;3;3;20170816;pheno;2017;;;;;;;fe;;;;;;;;;;;;;fe;;;fe;;;fe;;;;;;fe;;;;;;;;;;;fe;fr;di;;fe;;fr;;fe;;;;fe;;;fr;;;;;;;;fr
PdlC-A5-20170906;PdlC;A5;3;3;20170906;pheno;2017;;;;;;;fe;;;;;;;;;;;;;fe;;;fe;fe;;fe;;;;;;fe;;;;;;;;;;;fe;se;se;;fe;;fr;;se;;;;fe;;;fe;;;;;;;;fe
PdlC-A5-20180702;PdlC;A5;3;3;20180702;pheno;2018;;;;;;;;;fe;;;;;;;;;;;fe;;;;;;fe;;;;;;fe;;;;;;;;;;;fe;;fe;;fe;;fe;;br;;;;fe;;;fe;;;;;;;;fe
PdlC-A5-20180723;PdlC;A5;3;3;20180723;pheno;2018;;;;;;;fe;fe;fe;;;;;;;;;;fe;fe;;;fe;;;fl;;;;;;fl;;;;;;;;;;;fe;fe;bt;;fe;;fe;;fl m;;;;fe;;;bt;;;;;;;;bt
PdlC-A5-20180815;PdlC;A5;3;3;20180815;pheno;2018;;;;;;;fe;;;;;;;;;;;;fe;fe;;;fe;;;di;;;;;;fe;;;;;;;;;;;fe;fe;fr;;fe;;fe;;fe;;;;bt;;;fe;;;;;;;;bt
PdlC-A5-20180905;PdlC;A5;3;3;20180905;pheno;2018;;;;;;;fe;;;;;;;;;;;;di;fe;;;fe;fe;;di;;;;;;di;;;;;;;;;;;fe;fe;di;;fe;;fe;;se;;;;fe;;;fe;;;;;;;;se
PdlC-A5-20190701;PdlC;A5;3;3;20190701;pheno;2019;;;;;;;;;fe;;;;;;;;;;;fe;;;;;;fe;;;;;;;;;;;;;;;;;;;fe;;fe;;fe;;;;;;fe;;;fe;;;;;;;;
PdlC-A5-20190722;PdlC;A5;3;3;20190722;pheno;2019;;;;;;;fe;fe;fe;;;;;;;;bt;;fe;fl;;;;;;fr;;;;;;fl;;;;;;;;;;;bt;fe;bt;;fe;;fe;;fl m;;;;fe;;;bt;;;;;;;;fl
PdlC-A5-20190812;PdlC;A5;3;3;20190812;pheno;2019;;;;;;;fe;fe;fe;;;;;;;;fl;;;fr;;;fe;;;fr;;;;;;fr;;;;;;;;;;;fe;fe;fr;;fe;;fr;;fe;;;;fe;;;fr;;;;;;;;fe
PdlC-A5-20190909;PdlC;A5;3;3;20190909;pheno;2019;;;;;;;fe;fe;;;;;;;;;fr;;;fe;;;fe;;;fe;;;;;;fe;;;;;;;;;;;fe;fe;di;;fe;;fe;;fe;;;;fe;;;fe;;;;;;;;di
Coeff-PdlC-A5-2013;PdlC;A5;3;3;2013;Coeff;2013;;;;;;;1;;;;;;;;;;;;;2;;;1;;;1;;;;;;1;;;;;;;;;;;1;;1;;1;;2;;3;;;;1;;;1;;;;;;;;1
Coeff-PdlC-A5-20180815;PdlC;A5;3;3;20180815;Coeff;2018;;;;;;;+;;;;;;;;;;;;+;2;;;+;;;1;;;;;;1;;;;;;;;;;;1;+;1;;+;;2;;2;;;;1;;;1;;;;;;;;1
PdlC-A6-20130807;PdlC;A6;3;3;20130807;pheno;2013;;;;;;;fe;;;;;;;;;;;;;fl;;;;;;fe;;;fe;;;fl;;;;fe;;;;fl;;;;fe;fe;;fe;;fl;;fl m;;;;;;;fe;;;;;;;;fe
PdlC-A6-20130903;PdlC;A6;3;3;20130903;pheno;2013;;;;;;;fe;;;;;;;;;;;;;fr;;;;;;fe;;;fe;;;fl;;;;;;;;fl;;;;fe;fl;;fe;;fr;;fe;;;;;;;fe;;;;;;;;fe
PdlC-A6-20140630;PdlC;A6;3;3;20140630;pheno;2014;;;;;;;;;;;;;;;;;;;;fe;;;;;;fe;;;fe;;;;;;;;;;;fe;;;;;fe;;fe;;fe;;br;;;;fe;;;fe;;;;;;;;
PdlC-A6-20140721;PdlC;A6;3;3;20140721;pheno;2014;;;;;;;fe;fe;;;;;;;;;;;;fl;;;;;;fe;;;fe;;;fl;;;;;;;;fl;;;;;fl;;fe;;fe;;fl m et f;;;;fe;;;fe;;;;;;;;fe
PdlC-A6-20170811;PdlC;A6;3;3;20170811;pheno;2017;;;;;;fl;fl;fe;;;;;;;;;;;;fe;;;;;;fe;;;fe;;;fl;;;;;;;;fl;;;;;fl;;fe;;fl;;fl m et fr;;;;fe;;;fr;;;;;;;;fe
PdlC-A6-20140901;PdlC;A6;3;3;20140901;pheno;2014;;;;;;fl;fe;fe;;;;;;;;;;;;fe;;;;;;fe;;;fe;;;fr;;;;;;;;fr;;;;fl;fr;;fe;;fr;fr;fe;;;;fr;;;fr;;;;;;;;fe
PdlC-A6-20150701;PdlC;A6;3;3;20150701;pheno;2015;;;;;;fe;fe;fe;;;;;;;;;;;;fe;;;;;;bt;;;fe;;;fe;;;;fe;;;;bt;;;;;bt;;fe;;bt;;fl m;;;;fe;;;fe;;;;;;;;fe
PdlC-A6-20150721;PdlC;A6;3;3;20150721;pheno;2015;;;;;;fl;fl;bt;;;;;;;;;;;;fe;;;;;;fe;;;fe;;;fr;;;;fe;;;;fl;;;;;fl;;se;;di;;fe;;;;fl;;;fr;;;;;;;;fe
PdlC-A6-20150810;PdlC;A6;3;3;20150810;pheno;2015;;;;;;fl;fr;fl;;;;;;;;;;;;fe;;;;;;fr;;;fe;;;fr;;;;fe;;;;fr;;;;bt;fr;;fe;fr;di;;fe;;;;di;;;fr;;;;;;;;fe
PdlC-A6-20150831;PdlC;A6;3;3;20150831;pheno;2015;;;;;;di;di;di;;;;;;;;;;;;fe;;;;;;fe;;;fe;;;di;;;;fe;;;;se;;;;di;se;;fe;fr;di;;fe;;;;di;;;di;;;;fe;;;;fe
PdlC-A6-20160705;PdlC;A6;3;3;20160705;pheno;2016;;;;;;;fe;fe;;;;;;;;;;;;bt;;;;;;;;;;;;bt;bt;;;;;;;;;;;;;;fe;;bt;;fl m;;;;bt;;;fe;;;;;;;;fe
PdlC-A6-20160726;PdlC;A6;3;3;20160726;pheno;2016;;;;;;fl;fe;fe;;;;;;;;;;;;fe;;;;;;fr;;;;;;fl;fr;;;fe;;;;fl;;;;;;;fe;;di;;fe;;;;fl;;;fr;;;;fe;;;;fe
PdlC-A6-20160816;PdlC;A6;3;3;20160816;pheno;2016;;;;;;fl;fe;fe;;;;;;;;;;;;fe;;;;;;fe;;;;;;fr;fr;;;;;;;;;;;;;;fe;;fr;;fe;;;;fr;;;fr;;;;;;;;
PdlC-A6-20160907;PdlC;A6;3;3;20160907;pheno;2016;;;;;;fl;fe;fe;;;;;;;;;;;;fe;;;;;;fe;;;;;;di;;;;;;;;;;;;;;;fe;;di;;fe;;;;fe;;;fe;;;;;;;;
PdlC-A6-20170705;PdlC;A6;3;3;20170705;pheno;2017;;;;;;fe;fe;fe;;;;;;;;;;;;fe;;;;;;fe;;;;;;bt;;;;fe;;;;bt;;;;;;;fe;;fe;;fl m;;;;fe;;;fe;;;;;;;;fe
PdlC-A6-20170726;PdlC;A6;3;3;20170726;pheno;2017;;;;;;fl;fr;fe;;;;;;;;;;;;fe;;;;;;fe;;;;;;fl;;;;fe;;;;fl;;;;bt;;;fe;fe;fe;;fl m;;;;bt;;;fe;;;;fe;;;;fe
PdlC-A6-20170816;PdlC;A6;3;3;20170816;pheno;2017;;;;;;fe;fe;fe;;;;;;;;;;;;fe;;;;;;fe;;;fe;;;fr;;;;fe;;;;;;;;;;;fe;fe;fe;;fe;;;;fe;;;fe;;;;fe;;;;
PdlC-A6-20170906;PdlC;A6;3;3;20170906;pheno;2017;;;;;;fr;fe;fe;;;;;;;;;;;;fe;;;;;;di;;;fe;;;di;;;;fe;;;;;;;;fe;se;;fe;fe;fe;;se;;;;fe;;;fe;;;;;;;;
PdlC-A6-20180702;PdlC;A6;3;3;20180702;pheno;2018;;;;;;;fe;;;;;;;;;;;;;fe;;;;;;fe;;;;;;fe;fe;;;;;;;;;;;fe;fe;;fe;;fe;;br;;;;fe;;;fe;;;;;;;;
PdlC-A6-20180723;PdlC;A6;3;3;20180723;pheno;2018;;;;;;fe;fe;fe;;;;;;;;;;;;fe;;;;;;fl;;;;;;fl;fl;;;fe;;;;;;;;bt;bt;;fe;;fe;;fl m;;;;bt;;;bt;;;;fe;;;;
PdlC-A6-20180815;PdlC;A6;3;3;20180815;pheno;2018;;;;;;fr;fe;fe;;;;;;;;;;;;fe;;;;;;fe;;;;;;fr;fe;;;fe;;;;;;;;bt;fe;;fe;;fe;;fe;;;;bt;;;fr;;;;;;;;
PdlC-A6-20180905;PdlC;A6;3;3;20180905;pheno;2018;;;;;;fe;fe;fe;;;;;;;;;;;fe;fe;;;;;;di;;;;;;di;fe;;;fe;;;;;;;di;fe;fr;;fe;;fe;;se;;;;fe;;;fe;;;;fe;;;;
PdlC-A6-20190701;PdlC;A6;3;3;20190701;pheno;2019;;;;;;;;fe;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;fe;;;;fe;;;fe;;;;fe;;fe;;fe;;;;fe;;;fe;;;;;;;;
PdlC-A6-20190722;PdlC;A6;3;3;20190722;pheno;2019;;;;;;bt;fl;bt;;;;;;;;;;;fe;fe;;;;;;fe;;;;;;fl;fl;;;fe;;;;;;;fe;fe;bt;;fe;fe;fe;;fl f;;;;bt;;;fe;;;;fe;;;;fe
PdlC-A6-20190812;PdlC;A6;3;3;20190812;pheno;2019;;;;;;fl;fe;bt;;;;;;;;;;;fr;fe;;;;;;fe;;;fe;;;fr;fr;;;fe;;;;;;;;;fr;;fe;;fe;;fe;;;;fe;;;fr;;;;fe;;;;fe
PdlC-A6-20190909;PdlC;A6;3;3;20190909;pheno;2019;;;;;;fr;fr;fe;;;;;;;;;;;fe;fe;;;;;;fe;;;;;;di;se;;;fe;;;;di;;;fr;fe;di;;fe;;fe;;fe;;;;fe;;;fe;;;;fe;;;;fe
Coeff-PdlC-A6-2013;PdlC;A6;3;3;2013;Coeff;2013;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;;;1;;;1;;;;;;;;1;;;;1;1;;1;;3;;2;;;;;;;1;;;;;;;;+
Coeff-PdlC-A6-20180815;PdlC;A6;3;3;20180815;Coeff;2018;;;;;;1;1;1;;;;;;;;;;;;+;;;;;;2;;;;;;2;1;;;+;;;;;;;;+;+;;+;;4;;2;;;;+;;;1;;;;;;;;
PdlC-B1-20130807;PdlC;B1;1;3;20130807;pheno;2013;;;;;;;;;;;;fe;;fl;;;;;;fe;;;fe;fe;;fl;;;;;;;fl;;;;;;;fl;;;;;;;;;;;fl m;;fe;;fe;fe;;fe;;;;;;;;
PdlC-B1-20130903;PdlC;B1;1;3;20130903;pheno;2013;;;;;;;;;;;;fr;;fr;;;;;;fe;;;fe;fr;;fr;;;;;;fe;fr;;;;;;;fe;;;;;;;;;;;fr;;fe;;fe;fe;;fe;;;;;;;;
PdlC-B1-20140721;PdlC;B1;1;3;20140721;pheno;2014;;;;;;;fe;;;;;;;fe;;;;;;;;;bt;fe;;fe;;;;;;fe;fe;;;;;;;bt;;;;fe;fl;;;fe;;;fl m;;fe;;fe;fe;;fe;;;;;;;;
PdlC-B1-20140811;PdlC;B1;1;3;20140811;pheno;2014;;;;;;;;;;;;;;fe;;;;;fe;;;;fr;fe;;fe;;;fe;;;fl;fe;;;;;;;fr;;;;fe;fl;;fe;fe;;;fl f;;fe;;fe;fe;;fl;;;;;;;;fl
PdlC-B1-20140901;PdlC;B1;1;3;20140901;pheno;2014;;;;fe;;;;;fe;;;;;fr;;;;;fe;fe;;;se;fe;;fe;;;;;;fr;fe;;;;;;;fe;;;;fe;fr;;fe;fe;;bt;fe;;fe;;fe;fe;;fe;;;;;;;fe;fr
PdlC-B1-20150701;PdlC;B1;1;3;20150701;pheno;2015;;;;fe;;fe;;;;;;;;;;;;;fe;fe;;;bt;fe;;fe;;;;;;bt;;;;;;;;bt;;;;;bt;;fe;fe;fe;;fe;;fe;;fe;fe;;fe;;;;;;;;bt
PdlC-B1-20150720;PdlC;B1;1;3;20150720;pheno;2015;;;;fe;;;;;;;;;;fr;;;;;fe;;;;fl;fr;;fe;;;;;;fr;;;;;;;;fl;;;fl;fe;fl;;;fe;fe;;fl m / fr;;fe;;fe;fe;;fl;;;;;;;;fl
PdlC-B1-20150810;PdlC;B1;1;3;20150810;pheno;2015;fl;;;fe;;;;;;;;;;di;;;;;fe;;;;di;fr;;fe;;;fe;;;;;;;;;;;fr;;;fl;fe;fr;;;;fe;;fr;;;;;fe;;fe;;;;;;;;fe
PdlC-B1-20150831;PdlC;B1;1;3;20150831;pheno;2015;fr;;;fe;;;;;;;;;;;;;;;;;;;di;di;;fe;;;fe;;;;;;;;;;;di;;;di;fe;se;;;;fe;;fe;;;;;fe;;fe;;;;;;;;fe
PdlC-B1-20160705;PdlC;B1;1;3;20160705;pheno;2016;;;;fe;;;;;fe;;;;;;;;;;;;;;fe;fe;;;;;;;;bt;bt;;;;;;;;;;;;fe;;;fe;fe;;fe;;;;fe;fe;;fe;;;;;;;;
PdlC-B1-20160726;PdlC;B1;1;3;20160726;pheno;2016;;;;fe;;fe;;;fe;;;;;fl;;;;;;;;;fr;fl;;fe;;;fe;;;fe;fl;;;;;;;;;;fe;fe;fl;;fe;fe;fe;fe;fl m;;;;bt;fl;;fe;;;;;;;;fe
PdlC-B1-20160816;PdlC;B1;1;3;20160816;pheno;2016;;;;fe;;;;fe;;;;;;fr;;;;;;;;;fr;fr;;fe;;;fe;;;fe;fr;;;;;;;;;;fl;;fr;;;;fe;fr;fe;;;;;fr;;fe;;;;;;;;
PdlC-B1-20160907;PdlC;B1;1;3;20160907;pheno;2016;di;;;fe;;;;fe;;;;;;di;;;;;fe;fe;;;fe;di;;fe;;;fe;;;fe;di;;;;;;;;;;fr;;di;;;;fe;se;se;;;;;di;;fl;;;;;;;;
PdlC-B1-20170705;PdlC;B1;1;3;20170705;pheno;2017;;;;fe;;;;;fe;;;;;fe;;;;;;;;;bt;fe;;fe;;;fe;;;fe;;;;;;;;;;;fe;;fe;;;fe;fe;fe;fe;;;;fe;fe;;fe;;;;;;;fe;
