code;combe;quad;placette;n.placette;date;proxi;year;Agrostis rupestris;Alchemilla flabellata;Anthyllis vulneraria;Armeria alpina (var. occasiana);Armeria muelleri;Avenula versicolor;Bartsia alpina;Campanula scheuchzeri subsp. lanceolata;Cardamine alpina;Cardamine resedifolia;Cardamine sp.;Carex curvula subsp. curvula;Carex parviflora;Carex pyrenaica;Epikeros pyrenaeus;Euphrasia minima;Festuca glacialis;Festuca paniculata subsp. paniculata;Festuca rubra subsp. commutata;Gentiana alpina;Gentiana nivalis;Gentiana schleicheri;Geum montanum;Gnaphalium supinum;Helictotrichon sedenense;Homogyne alpina;Jasione crispa;Juncus trifidus;Leucanthemopsis alpina subsp. alpina;Linaria alpina;Lotus alpinus;Luzula alpinopilosa subsp. candollei;Luzula lutea;Luzula nutans;Luzula spicata (subsp. mutabilis);Meum athamanticum;Mucizonia sedoides;Murbeckiella pinnatifida;Nardus stricta;Oreochloa elegans;Pedicularis pyrenaica;Persicaria vivipara;Phleum alpinum s. s. (à arrête non ciliée);Phyteuma hemisphaericum;Poa alpina;Poa cenisia;Polytrichum sp.;Primula integrifolia;Rhododendron ferrugineum;Sagina saginoides;Salix herbacea;Salix retusa;Saxifraga geranioides;Saxifraga moschata;Scorzoneroides pyrenaica;Sedum alpestre;Sempervivum montanum;Sibbaldia procumbens;Silene acaulis subsp. acaulis;Silene rupestris;Soldanella alpina;Taraxacum pyrenaicum;Trifolium alpinum;Trifolium thalii;Vaccinium myrtillus;Veronica alpina
Pla-D6-20170705;Pla;D6;3;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-D6-20170726;Pla;D6;3;3;20170726;pheno;2017;;;;;;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;fe;fe;;bt;;fe;;;;fl m;;;fe;;fe;;fe;;;;;fe;fe;;fe
Pla-D6-20170816;Pla;D6;3;3;20170816;pheno;2017;;;;;;;;;;;;;;;;fe;fe;;fe;fe;bt;;;fe;;;;;;;;;;;;;;;;;;fe;fe;fe;fl;;fe;;;fr;fr;;;fe;;fe;;fe;;;;;fe;fe;;fr
Pla-D6-20170906;Pla;D6;3;3;20170906;pheno;2017;;;;;;;;;;;;;;;;fl;fr;;fe;fe;fl;;;fe;;;fl;;;;;;;;;;;;;;;;di;fe;se;;fe;;;di;di;;;fe;;fe;;;;;;;fe;fe;;di
Pla-D6-20180703;Pla;D6;3;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-D6-20180724;Pla;D6;3;3;20180724;pheno;2018;;;;;;;;;;;;;;fe;;;;;;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fe;;fe;;;fe;br;;;fe;;fe;;;;;;;fe;fe;;fe
Pla-D6-20180816;Pla;D6;3;3;20180816;pheno;2018;;;;;;;;;;;;;fe;fe;;fe;fe;;;fe;;;;fe;;;bt;;;;;;;;;;;;fe;;;;fe;fe;bt;;fe;;;;di;;;fe;;fe;;fe;;;;;fe;fe;;fe
Pla-D6-20180906;Pla;D6;3;3;20180906;pheno;2018;;;;;;;;;;;;;fl;;;fl;fr;;fe;fe;;;;fe;;;bt;;;;;;;;;;;;fe;;;;fe;fe;fr;;fe;;;;se;;;fe;;fe;;fe;;;;;fe;fe;;di
Pla-D6-20190702;Pla;D6;3;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-D6-20190723;Pla;D6;3;3;20190723;pheno;2019;;;;;;;;;;;;;;;;;fe;;fe;fe;;;;fe;;;fe;;;;;;;;;;;;fe;;;;fe;fe;fe;;fe;;;fe;fl m et f;;;fe;;fe;;fe;;;;;fe;fe;;fe
Pla-D6-20190814;Pla;D6;3;3;20190814;pheno;2019;;;;;;;;;;;;;;;;;bt;;fe;fe;bt;;;fe;;;fr;;;;;;;;;;;;fe;;;;fe;fe;fr;;fe;;;;fr;;;fe;;fe;;fe;;;;;fe;fl;;fr
Pla-D6-20190910;Pla;D6;3;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-D6-2013;Pla;D6;3;3;2013;Coeff;2013;;;;;;;;;;;;;;;;+;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;;;+;;1;;1;;;;;1;2;;1
Coeff-Pla-D6-20180816;Pla;D6;3;3;20180816;Coeff;2018;;;;;;;;;;;;;+;+;;+;1;;;1;;;;1;;;1;;;;;;;;;;;;1;;;;1;1;1;;1;;;;3;;;1;;+;;+;;;;;1;1;;1
Pla-E1-20130808;Pla;E1;1;3;20130808;pheno;2013;;;;;;;;;;fe;;;;;;;;;;fe;;;;fe;;;;fe;;;fe;;;;;;;;;;;;;fe;;;;;;;;;;fe;;fe;;fe;;;;;fe;fe;;
Pla-E1-20130904;Pla;E1;1;3;20130904;pheno;2013;;;;;;;;;;fe;;;;;;;;;;fe;;;;fe;;;;fl;;;fe;;;;;;;;;;;;;fe;;;;;;;;;;fe;;fe;;fe;;;;;fe;fe;;
Pla-E1-20140722;Pla;E1;1;3;20140722;pheno;2014;;;;;;;;;;fe;;;;;;;;;;bt;;;;fe;;;;;;;fe;;;;;;;;;;;;;fe;fe;;fe;;;;;;;fe;;fe;;;;;;;fe;fe;;
Pla-E1-20140812;Pla;E1;1;3;20140812;pheno;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E1-20140902;Pla;E1;1;3;20140902;pheno;2014;;;;;;;;;;fr;;;;;;;;;fl;fe;;;;fe;;;;;;;fe;;;;;;;;;;;;;fe;fr;;fe;;;;;;;fe;;fr;;fe;fr;fl;;;fe;fr;;
Pla-E1-20150702;Pla;E1;1;3;20150702;pheno;2015;;;;;fe;;;;;fe;;;;;;;;;fe;bt;;;;fe;;;;;;;fe;;;;;;;;;;;;;fe;fe;;fe;;;;;;;;;fe;;fe;fe;;;;fe;fe;;
Pla-E1-20150723;Pla;E1;1;3;20150723;pheno;2015;;;;;fe;;;;;fl;;;;;;;;;fl;fr;;;;fe;;;;;;;fr;;;;fe;;;;;;;;;fe;fl;;fr;;;fe;;;;;;fl;;fe;fe;;;;fe;fl;;
Pla-E1-20150811;Pla;E1;1;3;20150811;pheno;2015;fr;;;;fe;;;;;fe;;;;;;;;;fl;di;;;;fe;;;;;;;di;;;;;;;;;;;;;bt;fe;;fe;;;fl;;;;fe;;fr;;fe;di;fr;;;fe;di;;
Pla-E1-20150901;Pla;E1;1;3;20150901;pheno;2015;di;;;;fe;;;;;fe;;;;;;;;;fr;di;;;;fe;;;;;;;fe;;;;;;;;fe;;;;;;se;;fe;;;di;;;;se;;fe;;fe;se;di;;;fe;fe;;
Pla-E1-20160707;Pla;E1;1;3;20160707;pheno;2016;;;;;fe;;;;fe;fl;;;;;;;;;fe;fe;;;;fe;;;;fe;;;;;;;bt;;;;;;;;;fe;;;fe;;;fe;;;;;;fe;;fe;fe;fe;;;fe;;;
Pla-E1-20160728;Pla;E1;1;3;20160728;pheno;2016;;;;;fe;;;;fr;fr;;;;;;;;;fl;fl;;;;fr;;;;;;;fl;;;;fr;;;;fe;;;;;bt;fl;;fe;;;bt;;;;fe;;fr;;fe;fr;fl;;;fe;fl;;
Pla-E1-20160818;Pla;E1;1;3;20160818;pheno;2016;;;;;fe;;;;di;di;;;;;;bt;;;fr;fe;;;;di;;;;;;;fr;;;;fr;;;;;;;;;fl;fr;;fe;;;di;;;;fe;;fe;;fe;fr;fr;;;fe;fe;;di
Pla-E1-20160908;Pla;E1;1;3;20160908;pheno;2016;;;;;fe;;;;di;di;;;;;;fl;;;di;fe;;;;di;;;;;;;fr;;;;di;;;;fe;;;;;di;di;;se;;;di;;;;fe;;di;;fe;di;di;;;fe;di;;di
Pla-E1-20170705;Pla;E1;1;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;fe;fe;;;;;;;;;;;fe;;;;;;;;;;;;;;;;fe;;;;;;;;;fe;;;;;;;;;;
Pla-E1-20170726;Pla;E1;1;3;20170726;pheno;2017;;;;;bt;;;;;fl;fe;;;;;;;;fe;bt;;;;fe;;;;;;;bt;;;;fe;;;;fe;;;;;bt;fe;;fe;;;fe;;;;fe;;fe;;fl;bt;;;;fe;fe;;
Pla-E1-20170816;Pla;E1;1;3;20170816;pheno;2017;;;;;fl;;;;fr;fr;;;;;;;;;fr;fe;;;;fe;;;;;;;fe;;;;fr;;;;fe;;;;fe;bt;fe;;fe;;;di;;;;fe;;fe;;fe;fe;fl;;;fe;fe;;fe
Pla-E1-20170906;Pla;E1;1;3;20170906;pheno;2017;;;;;di;;;;se;di;;;;;;;;;fr;fe;;;;di;;;;;;;fr;;;;fr;;;;fe;;;;;di;fe;;fe;;;di;;;;fe;;fe;;fe;fe;;;;fe;fe;;
Pla-E1-20180703;Pla;E1;1;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E1-20180724;Pla;E1;1;3;20180724;pheno;2018;;;;;fe;;;;;;fe;;;;;;;;fe;bt;;;;fe;;;;;;;fe;;;;fe;;;;fe;;;;;fe;fe;;fe;;;fe;;;;fe;;fe;;fe;fe;;;;fe;fe;;
Pla-E1-20180816;Pla;E1;1;3;20180816;pheno;2018;;;;;fr;;;;fr;fr;;;;;;fe;;;bt;fr;;;;fe;;;;;;;fr;;;;fr;;;;fe;;;;fe;fe;fr;;fe;;;fr;;;;fe;;fl;;fe;fe;;;;fe;fe;;
Pla-E1-20180906;Pla;E1;1;3;20180906;pheno;2018;;;;;di;;;;fr;fe;;;;;;;;;bt;fe;;;;fe;;;;;;;fr;;;;fr;;;;fe;;;;fe;fl;fe;;fe;;;di;;;;fe;;fe;;fr;fe;fl;;;fe;fe;;di
Pla-E1-20190702;Pla;E1;1;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;
Pla-E1-20190723;Pla;E1;1;3;20190723;pheno;2019;;;;;bt;;;;;fl;;;;;;;;;fe;bt;;;;fe;;;;;;;bt;;;;fl;;;;fe;;;;fe;fe;fe;;fe;;;fe;;;;fe;;fe;;fl;fe;;;;fe;fe;;bt
Pla-E1-20190814;Pla;E1;1;3;20190814;pheno;2019;;;;;fl;;;;;fr;;;;;;;;;bt;fe;;;;fe;;;;;;;fr;;;;fr;;;;fe;;;;;bt;bt;;fe;;;fl;;;;fe;;fr;;fr;fe;;;;fr;fe;;fe
Pla-E1-20190910;Pla;E1;1;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-E1-2013;Pla;E1;1;3;2013;Coeff;2013;;;;;;;;;;1;;;;;;;;;;1;;;;+;;;;1;;;2;;;;;;;;;;;;;1;;;;;;;;;;+;;;;+;;;;;2;+;;
Coeff-Pla-E1-20180816;Pla;E1;1;3;20180816;Coeff;2018;;;;;1;;;;1;+;;;;;;+;;;2;1;;;;1;;;;;;;2;;;;+;;;;1;;;fe;1;1;1;;1;;;1;;;;+;;1;;1;1;;;;1;1;;
Pla-E2-20130808;Pla;E2;1;3;20130808;pheno;2013;;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;fe;;;;;;;;;;;fe;;fe;;;;;;;;;;;;fe;;fl;fe;;;;;fe;;
Pla-E2-20130904;Pla;E2;1;3;20130904;pheno;2013;;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;fl;;;;;;;;;;;fe;;fe;;;;;;;;;;;;fe;;fe;fl;;;;;fe;;
Pla-E2-20140722;Pla;E2;1;3;20140722;pheno;2014;;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;fe;;;;;;;;;;;fe;;;bt;;fe;;;;;;;;;fe;;fe;fe;;;;;fe;;
Pla-E2-20140812;Pla;E2;1;3;20140812;pheno;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E2-20140902;Pla;E2;1;3;20140902;pheno;2014;;;;;fe;;;;;;;;fr;;;;;;fl;;;;;fe;;;;;;;fe;;;;;;;;;;;fe;;bt;fr;;fe;;;fl;;;;;;fr;;fr;fr;;;;;fe;;
Pla-E2-20150702;Pla;E2;1;3;20150702;pheno;2015;;;;;;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;fe;;;;;;;;;;;fe;;;fe;;fe;;;;;;;;;fe;;fe;fe;;;;;fe;;fe
Pla-E2-20150723;Pla;E2;1;3;20150723;pheno;2015;;;;;fe;;;;;;;;fe;;;;;;fe;;;;;fe;;;;;;;fr;;;;;;;;fe;;;fe;;bt;fe;;fe;;;fr;;;;;;fr;;fr;fr;;;;;fl;;fr
Pla-E2-20150811;Pla;E2;1;3;20150811;pheno;2015;fr;;;;;;;;;;;;fr;;;;;;fr;;;;;fr;;;;;;;fr;;;;;;;;fe;;;fe;;fe;di;;fe;;;;;;;;;fr;;di;di;;;;;di;;di
Pla-E2-20150901;Pla;E2;1;3;20150901;pheno;2015;di;;;;fe;;;;;;;;fr;;;;;;fr;;;;;fe;;;;;;;fe;;;;;;;;fe;;;fe;;fe;se;;fe;;;fr;;;;;;di;;di;se;;;;;fe;;di
Pla-E2-20160707;Pla;E2;1;3;20160707;pheno;2016;fe;;;;bt;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;fe;;;;;;;;;;;fe;fe;;;;;;;;;;;;;fe;;fe;fe;;;;;fe;;
Pla-E2-20160728;Pla;E2;1;3;20160728;pheno;2016;fe;;;;fl;;;;;;;;fl;;;;;;fl;;;;;fr;;;;;;;fr;;;;;;;;fe;;;fr;;;fl;;fe;;;fr;;;;;;fr;;fe;fr;;;;;fl;;fr
Pla-E2-20160818;Pla;E2;1;3;20160818;pheno;2016;fr;;;;fe;;;;;;;;fr;;;;;;fr;;;;;di;;;;;;;fr;;;;;;;;;;;;;fl;fr;;fe;;;di;;;;;;fr;;di;fe;;;;fe;fr;;di
Pla-E2-20160908;Pla;E2;1;3;20160908;pheno;2016;di;;;;fe;;;;;;;;fr;;;fl;;;di;;;;;di;;;;;;;fr;;;;;;;;;;;;;fe;di;;se;;;fe;;;;;;di;;di;fe;;;;;fe;;di
Pla-E2-20170705;Pla;E2;1;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E2-20170726;Pla;E2;1;3;20170726;pheno;2017;;;;;bt;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;bt;;;;;;;;fe;;;fe;fe;;bt;;fe;;;fe;;;;;;bt;;fe;fe;;;;;fe;;
Pla-E2-20170816;Pla;E2;1;3;20170816;pheno;2017;fl;;;;fl;;;;;;;;;;;;;;fr;;;;;fe;;;;;;;fr;;;;;;;;fe;;;fe;fe;bt;fl;;fe;;;fr;;;;;;fl;;fr;fr;;;;;fe;;
Pla-E2-20170906;Pla;E2;1;3;20170906;pheno;2017;di;;;;di;;;;;;;;fe;;;;;;di;;;;;di;;;;;;;fe;;;;;;;;fe;;;fe;;fe;se;;se;;;di;;;;;;fe;;di;fe;;;;;fe;;fe
Pla-E2-20180703;Pla;E2;1;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E2-20180724;Pla;E2;1;3;20180724;pheno;2018;;;;;bt;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;fe;;;;;;;;fe;;;fe;fe;;fe;;fe;;;fe;;;;;;fe;;fe;fe;;;;;;;fe
Pla-E2-20180816;Pla;E2;1;3;20180816;pheno;2018;;;;;fl;;;;fr;;;;fe;;;;;;bt;fe;;;;fl;;;;;;;fl;;;;;;;;fe;;;fe;fe;fe;fe;;fe;;;fl;;;;;;ft;;fr;fe;;;;;fe;;fr
Pla-E2-20180906;Pla;E2;1;3;20180906;pheno;2018;;;;;fr;;;;;;;;;;;;;;bt;fe;;;;fr;;;;;;;fe;;;;;;;;fe;;;fe;fe;fe;fe;;fe;;;di;;;;;;fr;;fr;fe;;;;;fe;;fr
Pla-E2-20190702;Pla;E2;1;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E2-20190723;Pla;E2;1;3;20190723;pheno;2019;;;;;bt;;;;fl;;;;fl;;;;;;fe;;;;;bt;;;;;;;bt;;;;;;;;fe;;;fe;;fe;bt;;fe;;;fe;;;;;;fe;;fl;fe;;;;fe;fe;;fe
Pla-E2-20190814;Pla;E2;1;3;20190814;pheno;2019;bt;;;;fl;;;;;;;;fl;;;;;;bt;fe;;;;fr;;;;;;;fe;;;;;;;;fe;;;fr;;;bt;;fe;;;bt;;;;;;fe;;fr;;;;;;fl;;fr
Pla-E2-20190910;Pla;E2;1;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-E2-2013;Pla;E2;1;3;2013;Coeff;2013;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;+;;1;;;;;;;;;;;;1;;1;2;;;;;1;;
Coeff-Pla-E2-20180816;Pla;E2;1;3;20180816;Coeff;2018;;;;;1;;;;+;;;;1;;;;;;2;+;;;;1;;;;;;;2;;;;;;;;1;;;1;+;+;1;;1;;;+;;;;;;1;;1;1;;;;;1;;1
Pla-E3-20130808;Pla;E3;2;3;20130808;pheno;2013;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fe;;fl;;;;;fe;;;fe
Pla-E3-20130904;Pla;E3;2;3;20130904;pheno;2013;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;fe;;fr;;;;;fe;;;fr
Pla-E3-20140722;Pla;E3;2;3;20140722;pheno;2014;;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;fe;;;fe;;fe;;;;;;;;;fe;;fe;;;;;;;;fe
Pla-E3-20140812;Pla;E3;2;3;20140812;pheno;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E3-20140902;Pla;E3;2;3;20140902;pheno;2014;fl;;;;;;;;;;;;;;;;;;fl;fe;;;;fr;;;;;;;;;;;;;;;;;;fe;;fe;fl;;fe;;;;;;;;;fr;;fr;;;;;fl;;;fe
Pla-E3-20150702;Pla;E3;2;3;20150702;pheno;2015;;;;;fe;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;;;;;;;fe;;;;;;;fe;;;fe
Pla-E3-20150723;Pla;E3;2;3;20150723;pheno;2015;;;;;bt;;;;;;;;;;;;;;fl;fl;;;;fr;;;;;;;;;;;;;;;fe;;;fe;;;fl;;fe;;;;;;;;;fl;;fr;;;;;fl;;;fr
Pla-E3-20150811;Pla;E3;2;3;20150811;pheno;2015;fl;;;;fe;;;;;;;fl;;;;;;;fr;fr;;;;fr;;;;;;;;;;;;;;;fe;;;fr;;;fr;;fe;;;;;;;;;fr;;di;;;;;fl;;;di
Pla-E3-20150901;Pla;E3;2;3;20150901;pheno;2015;fr;;;;fe;;;;;;;fr;;;;;;;fr;di;;;;di;;;;;;;;;;;;;;;fe;;;fe;;;se;;fe;;;;;;;;;di;;di;;;;;fe;;;di
Pla-E3-20160707;Pla;E3;2;3;20160707;pheno;2016;;;;;fe;;;;;;;;;;;;;;fe;bt;;;;fe;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;fe;;fe;;;;;fe;;;fe
Pla-E3-20160728;Pla;E3;2;3;20160728;pheno;2016;fe;;;;fe;;;;;;;;;;;;;;fe;fl;;;;fr;;;;;;;;;;;;;;;fe;;;fe;;fe;fl;;fe;;;;;;;;;fr;;fr;;;;;bt;;;fr
Pla-E3-20160818;Pla;E3;2;3;20160818;pheno;2016;fr;;fe;;fe;;;;;;;;;;;;;;fr;fr;;;;fr;;;;;;;;;;;;;;;fe;;;fe;;;fr;;fe;;;;;;;;;fr;;di;;;;;fl;;;di
Pla-E3-20160908;Pla;E3;2;3;20160908;pheno;2016;di;;fe;;fe;;;;;;;;;;;;;;di;di;;;;di;;;;;;;;;;;;;;;fe;;;fe;;;di;;se;;;;;;;;;fe;;di;;;;;di;;;di
Pla-E3-20170705;Pla;E3;2;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E3-20170726;Pla;E3;2;3;20170726;pheno;2017;;;;;bt;;;;;;;;;;;;;;fe;bt;;;;fe;;;;;;;;;;;;;;;fe;;;fe;fe;fe;fe;;fe;;;;;;;;;fe;;fl;;;;;fe;;;bt
Pla-E3-20170816;Pla;E3;2;3;20170816;pheno;2017;;;;;bt;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;fe;;;;;;;;fe;;;;fe;fe;fe;;fe;;;;;;;;;fe;;fr;;;;;fe;;;fr
Pla-E3-20170906;Pla;E3;2;3;20170906;pheno;2017;fr;;fe;;di;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;fe;;;;;;;;fl;;;;fe;fe;fe;;fe;;;;;;;;;fe;;di;;;;;fe;;;di
Pla-E3-20180703;Pla;E3;2;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E3-20180724;Pla;E3;2;3;20180724;pheno;2018;;;;;fe;;;;;;;fe;;;;;;;fe;fe;;;;fe;;;;;;;fe;;;;;;;;fe;;;;fe;;fe;;fe;;;;;;;;;fe;;fe;;;;;fe;;;fe
Pla-E3-20180816;Pla;E3;2;3;20180816;pheno;2018;;;;;fe;;;;;;;;;;;;;;bt;fe;;;;fr;;;;;;;fe;;;;;;;;fe;;;fe;fe;fe;fe;;fe;;;;;;;;;fe;;fr;;;;;bt;;;fl
Pla-E3-20180906;Pla;E3;2;3;20180906;pheno;2018;bt;;;;fe;;;;;;;fe;;;;;;;bt;di;;;;fl;;;;;;;fe;;;;;;;;fe;;;fe;fe;fe;fe;;fe;;;;;;;;;fe;;fr;;;;;fe;;;fe
Pla-E3-20190702;Pla;E3;2;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-E3-20190723;Pla;E3;2;3;20190723;pheno;2019;;;;;;;;;;;;fe;;fe;;;;;fe;bt;;;;fe;;;;;;;fe;;;;;;;;fe;;;fe;fe;;fe;;fe;;;fe;fe;;;;;fe;;fl;;;;;fe;;;bt
Pla-E3-20190814;Pla;E3;2;3;20190814;pheno;2019;;;;;;;;;;;;fe;;fe;;;;;bt;fe;;;;fr;;;;;;;fe;;;;;;;;fl;;;fe;fe;;fe;;se;;;;fe;;;;;fe;;fr;;;;;fl;;;fr
Pla-E3-20190910;Pla;E3;2;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-E3-2013;Pla;E3;2;3;2013;Coeff;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-E3-20180816;Pla;E3;2;3;20180816;Coeff;2018;;;;;+;;;;;;;;;;;;;;2;1;;;;1;;;;;;;1;;;;;;;;1;;;1;1;+;1;;1;;;;;;;;;1;;1;;;;;1;;;1
Pla-E4-20130808;Pla;E4;2;3;20130808;pheno;2013;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;fe;;;;;;;;;fl f;;;;;;;fe;;;;;fe;;;fe
Pla-E4-20130904;Pla;E4;2;3;20130904;pheno;2013;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;fe;;;;;;fe;;;fr;;;;;;;fe;;;;;fe;;;fe
Pla-E4-20140722;Pla;E4;2;3;20140722;pheno;2014;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;br;;;;;;;fe;;;;;fe;;;fe
Pla-E4-20140812;Pla;E4;2;3;20140812;pheno;2014;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;br;;;;;;;fe;;;;;fe;;;fe
Pla-E4-20140902;Pla;E4;2;3;20140902;pheno;2014;;;;;;;;;;;;;;;;;;;fl;fe;;;;fe;;;;;;;;;;;;;;;;;;fe;;;fr;;;;;di;fr;;;;;;;fe;;;;;fl;;;fr
Pla-E4-20150702;Pla;E4;2;3;20150702;pheno;2015;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;fe;;fe;;;;;fe;fe;;;;;fe;;fe;;;;;fe;;;fe
Pla-E4-20150722;Pla;E4;2;3;20150722;pheno;2015;;;;;;;;;;;;;;;;;;;fe;fe;;;;fr;;;;;;;;;;;;;;;fe;;;fe;fe;fe;fl;;;;;fe;fr;;;;;;;fr;;;;;bt;;;fr
Pla-E4-20150811;Pla;E4;2;3;20150811;pheno;2015;fr;;;;;;;;;;;;;;;;;;fr;fe;;;;fe;;;;;;;;;;;;;;;fe;;;fl;;bt;fr;;fe;fe;;;fe;;;;;fe;;fr;;;;;fl;;;fr
Pla-E4-20150901;Pla;E4;2;3;20150901;pheno;2015;;;;;;;;;;;;;;;;;;;fr;fe;;;;di;;;;;;;;;;;;;;;fe;;;;;;se;;fe;;;fe;fe;;;;;di;;fe;;;;;fe;;;fr
Pla-E4-20160707;Pla;E4;2;3;20160707;pheno;2016;fe;;;;;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fe;;;;;fe;fe;;;;;;;fe;;;;;fe;;;fe
Pla-E4-20160728;Pla;E4;2;3;20160728;pheno;2016;fe;;;;;;;;;;;;;;;;;;fl;fe;;;;fl;;;;;;;;;;;;;;;fe;;;fe;fe;;fl;;;;;bt;fe;;;;;;;fe;;;;;bt;;;fr
Pla-E4-20160818;Pla;E4;2;3;20160818;pheno;2016;;;;;;;;;;;;;;;;;;;fr;fe;;;;di;;;;;;;;;;;;;;;fe;;;fe;fe;;fr;;fe;;;di;fr;;;;;;;fe;;;;;fe;;;fr
Pla-E4-20160908;Pla;E4;2;3;20160908;pheno;2016;;;;;;;;;;;;;;;;;;;di;fe;;;;di;;;;;;;;;;;;;;;fr;;;se;fe;;di;;se;;;di;se;;;;;;;fe;;;;;fe;;;di
Pla-E4-20170705;Pla;E4;2;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
